,Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,YrMoSold
270,271,60,FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,New,Partial,84.0,10728,2006,2006,0.0,0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1,8,1,2006.0,3,1053,192,51,0,0,0,0,0,266000,2006-08-01
271,272,20,RL,Pave,,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,Flat,Membran,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,Ex,Y,SBrkr,TA,Mod,TA,Attchd,Unf,TA,TA,Y,,,,WD,Normal,73.0,39104,1954,2005,0.0,226,1063,96,1385,1363,0,0,1363,1,0,1,0,2,1,5,2,1954.0,2,439,81,0,0,0,0,0,0,241500,2008-04-01
272,273,60,RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,92.0,11764,1999,2007,348.0,524,0,628,1152,1164,1106,0,2270,0,0,2,1,4,1,9,1,1999.0,3,671,132,57,0,0,0,0,0,290000,2010-04-01
273,274,20,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,TA,Min1,Gd,Attchd,RFn,TA,TA,Y,,MnPrv,,WD,Normal,80.0,9600,1958,1988,183.0,620,620,0,1240,1632,0,0,1632,1,0,2,0,3,1,6,1,1958.0,1,338,289,0,0,0,0,0,0,139000,2009-04-01
274,275,20,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,ImStucc,None,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,,,WD,Normal,76.0,8314,1982,1982,0.0,546,0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1982.0,1,264,168,0,0,0,0,0,0,124500,2007-06-01
275,276,50,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,GasW,Gd,N,SBrkr,Ex,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,55.0,7264,1925,2007,0.0,0,0,952,952,952,596,0,1548,0,0,2,1,3,1,5,0,1978.0,2,672,74,0,0,0,144,0,0,205000,2009-10-01
276,277,20,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,,,,WD,Normal,129.0,9196,2003,2003,0.0,0,0,1560,1560,1560,0,0,1560,0,0,2,0,3,1,7,0,2003.0,2,573,100,150,0,0,0,0,0,201000,2010-04-01
277,278,20,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,140.0,19138,1951,1951,0.0,120,0,744,864,864,0,0,864,0,0,1,0,2,1,4,0,1951.0,2,400,0,0,0,0,0,0,0,141000,2010-06-01
278,279,20,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,,,,New,Partial,107.0,14450,2006,2007,315.0,0,0,2121,2121,2121,0,0,2121,0,0,2,1,3,1,8,1,2007.0,3,732,124,98,0,0,142,0,0,415298,2007-05-01
279,280,60,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,83.0,10005,1977,1977,299.0,392,0,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,1977.0,2,505,288,117,0,0,0,0,0,192000,2008-03-01
280,281,60,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,82.0,11287,1989,1989,340.0,421,0,386,807,1175,807,0,1982,0,0,2,1,3,1,7,1,1989.0,2,575,0,84,0,196,0,0,0,228500,2007-01-01
281,282,20,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,,,,New,Partial,60.0,7200,2006,2006,68.0,905,0,357,1262,1262,0,0,1262,0,0,2,0,2,1,5,0,2006.0,2,572,0,120,0,0,0,0,0,185000,2006-05-01
282,283,120,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,ConLw,Normal,34.0,5063,2007,2008,166.0,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2008.0,2,626,172,62,0,0,0,0,0,207500,2009-04-01
283,284,20,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,New,Partial,74.0,9612,2008,2009,72.0,0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,2008.0,3,898,210,150,0,0,0,0,0,244600,2009-12-01
284,285,120,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,WD,Normal,50.0,8012,1992,1992,0.0,430,0,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,1992.0,2,529,0,0,52,0,0,0,0,179200,2007-07-01
285,286,160,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Detchd,RFn,TA,TA,Y,,,,New,Partial,35.0,4251,2006,2007,0.0,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2006.0,2,528,0,54,0,0,0,0,0,164700,2007-06-01
286,287,50,RL,Pave,,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,GdPrv,,WD,Normal,77.0,9786,1962,1981,0.0,600,0,312,912,1085,649,0,1734,0,0,1,1,3,1,7,1,1962.0,2,440,0,0,0,0,128,0,0,159000,2006-06-01
287,288,20,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,,,,,Y,,,,WD,Normal,,8125,1971,1971,0.0,614,0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,,0,0,0,0,0,0,0,0,0,88000,2006-06-01
288,289,20,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,,9819,1967,1967,31.0,450,0,432,882,900,0,0,900,0,0,1,0,3,1,5,0,1970.0,1,280,0,0,0,0,0,0,0,122000,2010-02-01
289,290,70,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,60.0,8730,1915,2003,0.0,0,0,698,698,698,698,0,1396,0,0,1,0,3,1,7,0,2003.0,1,384,0,0,0,0,259,0,0,153575,2007-07-01
290,291,60,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,Gd,TA,Y,,,,New,Partial,120.0,15611,2006,2006,0.0,0,0,1079,1079,1079,840,0,1919,0,0,2,1,3,1,8,1,2006.0,2,685,0,51,0,0,0,0,0,233230,2006-07-01
291,292,190,RL,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,TA,Fa,PConc,TA,Fa,No,Rec,Unf,GasA,Ex,N,SBrkr,Fa,Typ,,,,,,N,,,,WD,Normal,55.0,5687,1912,2000,0.0,210,0,570,780,936,780,0,1716,1,0,2,0,6,1,9,0,,0,0,0,184,0,0,0,0,0,135900,2008-03-01
292,293,50,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Min2,Gd,Attchd,Unf,TA,TA,Y,,,,WD,Normal,60.0,11409,1949,2008,0.0,292,0,476,768,1148,568,0,1716,0,0,1,1,3,1,8,1,1949.0,1,281,0,0,0,0,160,0,0,131000,2009-01-01
293,294,60,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,,16659,1977,1994,34.0,795,0,0,795,1468,795,0,2263,1,0,2,1,3,1,9,1,1977.0,2,539,0,250,0,0,0,0,0,235000,2006-03-01
294,295,20,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,80.0,9600,1953,1953,238.0,1285,0,131,1416,1644,0,0,1644,1,0,1,0,3,1,7,2,1953.0,2,418,110,0,0,0,0,0,0,167000,2009-10-01
295,296,80,RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,GdPrv,,WD,Normal,37.0,7937,1984,1984,0.0,819,0,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,1984.0,2,588,120,0,0,0,0,0,0,142500,2006-03-01
296,297,50,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,,Attchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,75.0,13710,1950,1950,0.0,420,0,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,1950.0,1,282,289,0,0,0,0,0,0,152000,2007-06-01
297,298,60,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,RFn,TA,TA,Y,,,,WD,Normal,66.0,7399,1997,1998,1600.0,649,0,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,1997.0,2,576,0,10,0,0,198,0,0,239000,2007-06-01
298,299,60,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Mansard,CompShg,HdBoard,AsphShn,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,,,,WD,Normal,90.0,11700,1968,1968,365.0,384,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,1968.0,2,539,224,0,0,0,0,0,0,175000,2007-06-01
299,300,20,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,,GdPrv,,WD,Family,80.0,14000,1950,2004,0.0,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1950.0,1,300,0,36,0,0,0,0,0,158500,2009-08-01
300,301,190,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,,,,WD,Normal,90.0,15750,1953,1953,56.0,841,0,324,1165,1336,0,0,1336,1,0,1,0,2,1,5,2,1953.0,1,375,0,0,0,0,0,0,0,157000,2006-06-01
301,302,60,RL,Pave,,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,,,,WD,Normal,66.0,16226,1998,1999,0.0,281,0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,1998.0,2,683,208,50,0,0,0,0,0,267000,2007-05-01
302,303,20,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,118.0,13704,2001,2002,150.0,0,0,1541,1541,1541,0,0,1541,0,0,2,0,3,1,6,1,2001.0,3,843,468,81,0,0,0,0,0,205000,2006-01-01
303,304,20,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,,GdWo,,WD,Abnorml,70.0,9800,1972,1972,0.0,894,0,0,894,894,0,0,894,1,0,1,0,3,1,5,0,1975.0,2,552,256,0,0,0,0,0,0,149900,2006-07-01
304,305,75,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,Unf,TA,TA,Y,,,,WD,Normal,87.0,18386,1880,2002,0.0,0,0,1470,1470,1675,1818,0,3493,0,0,3,0,3,1,10,1,2003.0,3,870,302,0,0,0,0,0,0,295000,2008-05-01
305,306,20,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,,,,WD,Normal,80.0,10386,2004,2005,246.0,1464,0,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,2004.0,3,888,168,0,0,0,0,0,0,305900,2007-07-01
306,307,60,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,116.0,13474,1990,1991,246.0,700,0,0,700,1122,1121,0,2243,1,0,2,1,4,1,8,1,1990.0,3,746,127,44,224,0,0,0,0,225000,2007-06-01
307,308,50,RM,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,Fa,Typ,,,,,,N,,MnPrv,,WD,Normal,,7920,1920,1950,0.0,0,0,319,319,1035,371,0,1406,0,0,1,0,3,1,6,0,,0,0,0,144,0,0,0,0,0,89500,2008-03-01
308,309,30,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,,,,WD,Normal,,12342,1940,1950,0.0,262,0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,1961.0,2,539,158,0,0,0,0,0,0,82500,2009-03-01
309,310,20,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,,,,WD,Normal,90.0,12378,2003,2004,0.0,1274,0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,2003.0,3,708,208,175,0,0,0,0,0,360000,2006-11-01
310,311,60,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,,,,WD,Normal,,7685,1993,1994,112.0,518,0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,1993.0,2,420,190,63,0,0,0,0,0,165600,2006-05-01
311,312,20,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,,,,WD,Normal,50.0,8000,1948,2002,0.0,680,0,292,972,972,0,0,972,1,0,1,0,2,1,5,1,1948.0,1,240,0,0,0,0,0,0,0,132000,2009-05-01
312,313,190,RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,,MnPrv,,WD,Normal,65.0,7800,1939,1950,0.0,507,0,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,1939.0,2,410,0,0,0,0,271,0,0,119900,2006-05-01
313,314,20,RL,Pave,,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Rec,GasW,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,150.0,215245,1965,1965,0.0,1236,820,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,1965.0,2,513,0,0,0,0,0,0,0,375000,2009-06-01
314,315,70,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Gd,No,LwQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Detchd,Unf,Fa,TA,Y,,,,WD,Normal,60.0,9600,1925,1990,0.0,16,0,712,728,832,809,0,1641,0,1,1,1,3,1,6,1,1925.0,2,546,0,0,234,0,0,0,0,178000,2006-08-01
315,316,60,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,,,,WD,Normal,71.0,7795,2004,2005,0.0,425,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2004.0,2,432,100,51,0,0,0,0,0,188500,2009-07-01
316,317,60,RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,Ex,Typ,TA,Attchd,RFn,TA,TA,Y,,GdPrv,,WD,Normal,94.0,13005,1980,1980,278.0,692,0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,1983.0,2,484,288,195,0,0,0,0,0,260000,2009-08-01
317,318,60,FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,,,,WD,Normal,75.0,9000,2006,2006,0.0,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,2006.0,3,1025,208,46,0,0,0,0,0,270000,2007-12-01
318,319,60,RL,Pave,,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,,,,WD,Normal,90.0,9900,1993,1993,256.0,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,1993.0,3,656,340,60,144,0,0,0,0,260000,2009-04-01
319,320,80,RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,,,,WD,Normal,,14115,1980,1980,225.0,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,1980.0,2,588,233,48,0,0,0,0,0,187500,2009-06-01
320,321,60,RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Ex,Gd,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,,,,New,Partial,111.0,16259,2006,2006,370.0,0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,2006.0,3,840,240,154,0,0,0,0,0,342643,2006-09-01
321,322,60,RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,,,,WD,Normal,99.0,12099,2004,2004,388.0,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,2004.0,3,872,184,154,0,0,0,0,0,354000,2007-06-01
